threshold,n_flagged,flag_rate,tp,fp,fn,precision,recall,total_cost_inr,net_savings_inr
0.006721995698,14479,0.32000618839234407,331,14148,76,0.022860694799364596,0.8132678132678133,3387012.78055,-317466.00055
0.006934519276,14026,0.3099942536356805,331,13695,76,0.02359903037216598,0.8132678132678133,3324284.50945,-254737.72944999998
0.007154607137,13574,0.30000442028024576,326,13248,81,0.024016502136437308,0.800982800982801,3288402.3786499994,-218855.5986499996
0.007390142107,13122,0.290014586924811,323,12799,84,0.024615150129553422,0.7936117936117936,3248396.2342499997,-178849.45424999995
0.00766814188,12669,0.28000265216814746,320,12349,87,0.02525850501223459,0.7862407862407862,3195769.5399,-126222.75990000041
0.007950177942,12217,0.2700128188127127,317,11900,90,0.02594745027420807,0.7788697788697788,3135954.2135,-66407.43350000028
0.008253883438,11764,0.26000088405604915,316,11448,91,0.0268616116967018,0.7764127764127764,3077284.0320499996,-7737.252049999777
0.008541655715,11312,0.2500110507006144,313,10999,94,0.02766973125884017,0.769041769041769,3021570.5955499997,47976.18445000006
0.008862483577,10859,0.23999911594395085,309,10550,98,0.02845565890045124,0.7592137592137592,2970995.0505999997,98551.72940000007
0.00922318102,10407,0.2300092825885161,305,10102,102,0.029307197078889208,0.7493857493857494,2943440.7591999997,126106.02080000006
0.009597203284,9954,0.21999734783185254,302,9652,105,0.030339561985131606,0.742014742014742,2873560.40575,195986.37424999988
0.009984509943,9502,0.2100075144764178,299,9203,108,0.03146705956640707,0.7346437346437347,2821883.58425,247663.19574999996
0.010429838947,9050,0.20001768112098306,291,8759,116,0.03215469613259669,0.714987714987715,2780577.1757,288969.6042999998
0.010890208446,8597,0.1900057463643195,289,8308,118,0.03361637780621147,0.7100737100737101,2700195.17885,369351.60115
0.011399603038,8145,0.18001591300888475,282,7863,125,0.03462246777163904,0.6928746928746928,2619495.1089999997,450051.6710000001
0.012018911419,7692,0.1700039782522212,280,7412,127,0.036401456058242326,0.687960687960688,2516354.91005,553191.8699499997
0.012627052346,7240,0.16001414489678645,276,6964,131,0.03812154696132597,0.6781326781326781,2431120.5897999997,638426.1902000001
0.013381711366,6787,0.15000221014012288,270,6517,137,0.039781936054221305,0.6633906633906634,2353081.2783000004,716465.5016999994
0.014214278269,6335,0.14001237678468814,265,6070,142,0.041831097079715863,0.6511056511056511,2253744.6237000003,815802.1562999994
0.01508001039,5882,0.13000044202802458,253,5629,154,0.04301258075484529,0.6216216216216216,2230870.3625499997,838676.4174500001
0.016012413154,5430,0.12001060867258984,246,5184,161,0.045303867403314914,0.6044226044226044,2183595.53615,885951.2438499997
0.017154644858,4977,0.10999867391592627,240,4737,167,0.04822182037371911,0.5896805896805897,2119578.98795,949967.7920499998
0.018437336464,4525,0.10000884056049153,230,4295,177,0.05082872928176796,0.5651105651105651,2091289.69735,978257.0826499998
0.019878007616,4073,0.0900190072050568,220,3853,187,0.05401424011784925,0.5405405405405406,2130617.7245,938929.0554999998
0.021788752733,3620,0.08000707244839322,209,3411,198,0.057734806629834254,0.5135135135135135,2067884.80865,1001661.9713499998
0.02405383205,3168,0.0700172390929585,204,2964,203,0.06439393939393939,0.5012285012285013,1988553.37965,1080993.4003499998
0.026908749363,2715,0.06000530433629492,188,2527,219,0.06924493554327808,0.4619164619164619,2080739.4665999997,988807.3134000001
0.030416882972,2263,0.050015470980860184,176,2087,231,0.07777286787450287,0.43243243243243246,2065098.8029,1004447.9770999998
0.035021871395,1810,0.04000353622419661,163,1647,244,0.09005524861878453,0.4004914004914005,2021467.9008000002,1048078.8791999996
0.041697335942,1358,0.030013702868761878,141,1217,266,0.10382916053019146,0.3464373464373464,2039480.99045,1030065.7895499999
0.05045678552,905,0.020001768112098306,111,794,296,0.12265193370165746,0.2727272727272727,2193158.09345,876388.6865499998
0.069654756062,453,0.010011934756663572,66,387,341,0.1456953642384106,0.16216216216216217,2526631.8112500003,542914.9687499995
0.334371451341,1,2.210140122883791e-05,1,0,406,1.0,0.002457002457002457,3008116.17,61430.60999999987
