customer_id,account_age_days,lifetime_orders,prior_disputes,avg_order_value,email_domain_type,phone_verified
cust_000061,808,1,1,3684.97,personal,False
cust_000062,832,16,0,1429.37,personal,True
cust_000063,237,2,0,1101.21,corporate,True
cust_000064,2194,14,0,1281.17,personal,True
cust_000065,255,1,0,2044.96,corporate,True
cust_000066,179,1,1,3769.03,personal,False
cust_000067,423,12,0,1597.25,personal,False
cust_000068,313,2,0,2086.14,personal,True
cust_000069,514,7,0,2077.34,personal,True
cust_000070,384,3,1,1940.05,corporate,True
cust_000071,1423,24,1,1871.07,disposable,False
cust_000072,88,1,0,1645.91,personal,True
cust_000073,2250,22,0,1272.93,personal,True
cust_000074,1240,7,0,3073.53,disposable,True
cust_000075,519,2,0,899.61,corporate,True
cust_000076,271,1,0,463.96,corporate,True
cust_000077,406,2,1,554.91,personal,True
cust_000078,420,7,0,968.24,personal,True
cust_000079,319,2,0,1315.84,personal,True
cust_000080,2047,50,0,1557.23,corporate,True
cust_000081,302,2,0,640.79,corporate,True
cust_000082,772,16,0,3092.76,corporate,True
cust_000083,2335,35,0,233.46,corporate,True
cust_000084,98,1,0,679.75,personal,True
cust_000085,406,21,0,2586.03,personal,True
cust_000086,496,4,0,1914.41,personal,True
cust_000087,1172,5,0,4593.4,personal,True
cust_000088,208,2,0,647.58,personal,True
cust_000089,540,7,0,6024.59,personal,True
cust_000090,331,6,0,1695.5,personal,True
cust_000091,786,6,0,2719.55,corporate,True
cust_000092,546,1,0,1028.49,personal,False
cust_000093,457,1,0,1882.61,personal,False
cust_000094,533,16,0,1215.9,corporate,True
cust_000095,300,6,0,1911.46,personal,True
cust_000096,301,1,0,666.7,corporate,True
cust_000097,1123,24,0,3187.61,personal,False
cust_000098,306,2,0,12391.0,personal,True
cust_000099,306,1,0,1613.35,personal,True
cust_000100,1605,19,0,2093.6,corporate,True
cust_000101,943,20,0,20094.54,personal,True
cust_000102,588,8,0,666.58,personal,False
cust_000103,1091,10,0,19386.93,corporate,True
cust_000104,2391,30,0,706.39,personal,False
cust_000105,1360,22,1,6543.63,disposable,False
cust_000106,290,11,0,3996.59,personal,False
cust_000107,229,2,0,802.36,personal,True
cust_000108,116,1,0,5309.31,personal,True
cust_000109,605,3,0,162.9,personal,True
cust_000110,2166,76,1,608.15,personal,True
cust_000111,412,4,0,3702.94,personal,False
cust_000112,409,1,0,387.32,personal,False
cust_000113,105,1,0,1166.48,corporate,True
cust_000114,702,26,0,803.59,personal,True
cust_000115,740,11,1,3086.26,personal,True
cust_000116,871,21,0,9010.58,corporate,True
cust_000117,1584,23,0,2591.36,personal,True
cust_000118,288,1,0,1864.42,personal,False
cust_000119,389,7,0,379.99,disposable,False
cust_000120,282,1,0,546.08,personal,False
cust_000121,267,3,0,867.84,personal,True
cust_000122,507,2,0,2899.81,personal,False
cust_000123,813,10,0,1512.99,personal,True
cust_000124,191,1,0,5972.9,personal,True
cust_000125,570,10,0,5051.78,personal,False
cust_000126,312,6,0,803.17,personal,True
cust_000127,390,2,0,2410.45,personal,True
cust_000128,39,2,0,1264.5,corporate,True
cust_000129,519,3,0,789.41,personal,True
cust_000130,446,2,0,359.3,personal,True
cust_000131,342,3,0,1882.52,personal,True
cust_000132,839,26,0,2395.78,personal,True
cust_000133,310,1,0,467.43,personal,False
cust_000134,404,1,0,44047.47,personal,True
cust_000135,654,13,0,780.38,disposable,False
cust_000136,274,9,2,5200.41,corporate,True
cust_000137,2439,57,0,2286.62,personal,True
cust_000138,322,1,0,880.86,personal,True
cust_000139,2158,18,0,6498.46,personal,True
cust_000140,163,1,0,3220.65,corporate,True
cust_000141,585,9,0,1757.0,personal,True
cust_000142,148,1,0,1909.7,corporate,True
cust_000143,826,18,0,1432.69,personal,True
cust_000144,211,2,0,497.83,personal,True
cust_000145,305,1,0,303.55,personal,True
cust_000146,338,3,1,858.14,personal,True
cust_000147,710,5,1,5012.47,disposable,False
cust_000148,180,2,0,4713.21,disposable,False
cust_000149,523,9,0,9000.02,personal,True
cust_000150,212,6,0,15706.96,personal,True
cust_000151,894,19,0,2074.93,corporate,False
cust_000152,2092,111,0,932.15,disposable,False
cust_000153,197,5,0,2119.74,corporate,True
cust_000154,374,10,0,4008.47,personal,False
cust_000155,91,1,0,1403.05,personal,False
cust_000156,429,6,0,1791.21,corporate,True
cust_000157,294,8,0,715.74,personal,True
cust_000158,65,1,0,3054.07,personal,True
cust_000159,850,7,0,977.95,personal,True
cust_000160,2365,6,0,3273.31,corporate,True
cust_000161,277,12,0,506.72,disposable,True
cust_000162,827,6,0,6391.83,disposable,True
cust_000163,1116,7,0,2941.07,personal,False
cust_000164,351,2,0,892.17,personal,True
cust_000165,292,1,0,12103.15,corporate,False
cust_000166,681,3,0,817.78,personal,True
cust_000167,1179,13,0,14314.45,personal,True
cust_000168,2246,38,0,115.38,personal,True
cust_000169,512,5,0,712.7,personal,True
cust_000170,1754,11,0,1371.85,personal,True
cust_000171,241,1,0,1672.14,personal,True
cust_000172,320,3,0,5325.4,personal,True
cust_000173,454,14,0,938.24,personal,True
cust_000174,1039,24,0,3467.21,personal,True
cust_000175,452,15,0,1359.58,personal,True
cust_000176,225,1,0,2027.88,personal,False
cust_000177,430,1,0,1601.07,corporate,True
cust_000178,2411,52,0,868.98,personal,True
cust_000179,2395,58,0,1673.15,personal,True
cust_000180,1846,14,0,893.14,personal,True
cust_000181,2007,14,0,1858.27,personal,True
cust_000182,1424,31,0,933.87,personal,True
cust_000183,453,5,0,874.44,corporate,True
cust_000184,177,1,0,234.04,personal,False
cust_000185,1576,25,0,2144.98,personal,False
cust_000186,465,2,0,5173.36,personal,False
cust_000187,193,2,0,7823.39,personal,True
cust_000188,354,18,0,3604.55,personal,False
cust_000189,729,17,0,20887.2,disposable,False
cust_000190,152,1,0,5424.72,personal,True
cust_000191,1779,2,0,1635.5,personal,True
cust_000192,402,5,0,5036.01,personal,True
cust_000193,1363,5,1,787.21,personal,True
cust_000194,808,12,0,3644.3,personal,True
cust_000195,729,6,0,1382.91,personal,False
cust_000196,329,2,0,894.2,personal,True
cust_000197,729,5,0,789.57,personal,True
cust_000198,886,16,0,2329.19,corporate,False
cust_000199,225,13,0,3341.0,corporate,True
cust_000200,403,23,0,2287.87,personal,False
cust_000201,1629,9,1,375.15,disposable,False
cust_000202,2212,43,0,530.62,corporate,True
cust_000203,133,1,0,2890.9,personal,True
cust_000204,80,1,0,4395.96,corporate,True
cust_000205,405,4,0,285.72,personal,True
cust_000206,387,4,0,312.53,corporate,False
cust_000207,660,14,1,1281.4,disposable,False
cust_000208,449,6,0,1904.77,personal,True
cust_000209,316,1,0,1166.22,personal,False
cust_000210,396,4,0,17627.2,corporate,True
cust_000211,317,7,0,1326.08,personal,True
cust_000212,458,2,0,1043.22,corporate,True
cust_000213,322,6,0,1684.1,personal,True
cust_000214,1707,23,0,1694.73,personal,True
cust_000215,378,1,0,2330.46,personal,False
cust_000216,1349,28,0,5653.59,personal,True
cust_000217,268,1,0,100.12,corporate,True
cust_000218,157,2,0,727.01,personal,True
cust_000219,1964,25,0,5531.33,personal,True
cust_000220,500,10,1,1939.89,personal,False
cust_000221,335,2,0,2977.17,corporate,True
cust_000222,1049,9,0,562.56,corporate,True
cust_000223,340,20,0,4820.15,corporate,True
cust_000224,892,6,0,425.29,disposable,True
cust_000225,481,1,0,6389.7,personal,True
cust_000226,916,15,0,2785.01,personal,True
cust_000227,330,1,0,2173.68,personal,True
cust_000228,336,2,0,404.27,personal,True
cust_000229,275,4,0,1666.81,personal,True
cust_000230,352,1,0,2044.78,personal,False
cust_000231,439,2,0,1306.09,corporate,True
cust_000232,639,13,1,934.94,personal,True
cust_000233,1695,18,0,4453.36,personal,True
cust_000234,352,3,0,6440.72,corporate,True
cust_000235,2281,45,0,860.95,personal,True
cust_000236,2014,13,0,1615.1,personal,True
cust_000237,385,7,0,4094.69,personal,False
cust_000238,2066,30,0,101.17,personal,True
cust_000239,108,1,0,96.89,personal,True
cust_000240,710,7,0,1072.79,personal,True
cust_000241,1711,9,1,298.19,disposable,False
cust_000242,1426,15,0,5957.82,personal,True
cust_000243,321,4,0,530.67,personal,True
cust_000244,1018,35,0,1223.25,corporate,True
cust_000245,444,2,1,2118.26,personal,False
cust_000246,1003,11,0,1519.55,personal,True
cust_000247,428,2,0,82.62,personal,True
cust_000248,663,2,0,7407.38,personal,True
cust_000249,131,1,0,1203.76,personal,True
cust_000250,417,5,0,126.78,corporate,True
cust_000251,464,5,0,3170.83,personal,True
cust_000252,1317,63,0,1034.04,personal,True
cust_000253,305,8,0,1037.79,personal,True
cust_000254,1578,10,0,118.95,personal,False
cust_000255,346,2,0,1246.84,corporate,True
cust_000256,750,3,0,1473.89,personal,True
cust_000257,1809,22,0,2478.69,personal,True
cust_000258,435,7,0,2906.2,corporate,True
cust_000259,417,1,0,42104.71,personal,True
cust_000260,584,13,0,629.4,personal,True
cust_000261,316,1,0,784.98,personal,True
cust_000262,1643,50,0,5354.14,personal,True
cust_000263,325,5,0,2117.6,personal,True
cust_000264,541,3,0,4195.26,personal,True
cust_000265,887,11,0,97.67,personal,True
cust_000266,417,9,0,1130.45,personal,True
cust_000267,1072,10,0,159.02,personal,True
cust_000268,446,4,0,599.85,personal,True
cust_000269,311,1,0,5210.07,personal,True
cust_000270,537,14,0,727.16,personal,True
cust_000271,787,6,0,2920.98,personal,True
cust_000272,271,2,0,2101.09,corporate,True
cust_000273,246,1,0,1008.59,personal,True
cust_000274,352,6,0,2375.18,corporate,True
cust_000275,249,1,0,838.5,personal,True
cust_000276,469,8,0,2390.13,corporate,False
cust_000277,249,1,0,1634.55,corporate,True
cust_000278,501,7,0,517.47,personal,True
cust_000279,1353,14,0,1641.59,corporate,True
cust_000280,1151,44,0,2477.56,personal,True
cust_000281,380,2,0,2669.34,personal,False
cust_000282,474,14,0,3104.11,personal,False
cust_000283,608,16,0,401.2,personal,True
cust_000284,331,3,0,740.58,personal,True
cust_000285,415,11,1,2345.52,corporate,True
cust_000286,442,9,0,282.93,personal,True
cust_000287,664,4,0,362.97,corporate,True
cust_000288,437,2,0,1331.29,personal,True
cust_000289,534,1,0,1976.62,corporate,True
cust_000290,241,1,0,217.21,personal,True
cust_000291,2472,25,0,2783.0,personal,True
cust_000292,361,2,0,692.15,personal,True
cust_000293,1242,21,0,2148.84,corporate,True
cust_000294,803,13,0,1098.0,personal,False
cust_000295,1603,18,0,3894.83,disposable,False
cust_000296,1375,17,0,550.56,disposable,False
cust_000297,1651,18,0,251.34,personal,True
cust_000298,2137,20,0,8511.92,corporate,True
cust_000299,1779,16,0,4559.51,personal,True
cust_000300,318,1,0,4150.42,personal,True
cust_000301,1776,41,0,844.94,personal,False
cust_000302,143,2,0,771.43,personal,True
cust_000303,282,6,0,1999.09,personal,True
cust_000304,722,34,0,4901.95,corporate,True
cust_000305,1686,15,0,10283.7,personal,True
cust_000306,647,12,0,1119.9,corporate,True
cust_000307,364,4,1,1304.29,disposable,False
cust_000308,188,2,0,1302.2,personal,True
cust_000309,278,2,0,1710.78,personal,False
cust_000310,289,9,0,1512.77,disposable,True
cust_000311,350,8,0,5286.9,personal,True
cust_000312,286,1,0,2119.84,personal,False
cust_000313,481,7,0,3186.5,personal,True
cust_000314,74,1,0,238.25,personal,True
cust_000315,349,4,0,849.31,disposable,True
cust_000316,959,20,0,2381.95,personal,False
cust_000317,387,8,0,1119.75,corporate,True
cust_000318,433,7,0,832.81,personal,True
cust_000319,43,1,0,607.53,personal,True
cust_000320,1581,12,0,420.24,personal,True
cust_000321,2325,58,0,4785.13,corporate,True
cust_000322,746,10,0,3604.11,personal,True
cust_000323,202,1,0,6257.42,personal,True
cust_000324,443,6,0,15689.24,corporate,True
cust_000325,825,5,0,1889.78,disposable,True
cust_000326,238,2,0,20286.96,corporate,True
cust_000327,747,3,0,236.23,corporate,True
cust_000328,472,4,0,4601.92,personal,True
cust_000329,651,18,0,1813.97,corporate,False
cust_000330,289,1,0,5972.78,personal,True
cust_000331,1779,15,0,1545.27,personal,True
cust_000332,328,3,0,6733.66,corporate,False
cust_000333,352,8,0,5082.01,personal,True
cust_000334,1792,14,0,7510.07,personal,True
cust_000335,461,2,0,6276.34,corporate,True
cust_000336,370,11,0,4755.96,personal,True
cust_000337,409,6,0,525.53,personal,True
cust_000338,1577,30,0,3382.48,personal,True
cust_000339,872,9,0,252.08,corporate,True
cust_000340,1719,9,0,3646.63,personal,False
cust_000341,427,5,0,1400.14,personal,True
cust_000342,1100,81,0,31891.12,corporate,True
cust_000343,1066,27,0,2484.7,personal,True
cust_000344,1827,44,0,16995.62,disposable,True
cust_000345,1601,8,0,842.95,personal,True
cust_000346,931,17,0,989.05,corporate,True
cust_000347,1686,60,0,6187.3,personal,True
cust_000348,1034,23,1,752.14,disposable,False
cust_000349,282,1,0,326.59,corporate,True
cust_000350,158,1,0,1415.17,personal,True
cust_000351,512,7,0,1709.92,personal,True
cust_000352,504,9,0,647.04,personal,False
cust_000353,397,3,0,507.13,disposable,False
cust_000354,323,1,0,191.03,personal,False
cust_000355,436,4,0,1089.25,personal,True
cust_000356,334,4,0,999.71,personal,True
cust_000357,1242,13,0,5675.19,personal,True
cust_000358,1616,21,0,1904.57,personal,True
cust_000359,407,3,0,4646.36,personal,True
cust_000360,685,11,0,1545.82,personal,True
cust_000361,1004,4,1,4924.08,disposable,True
cust_000362,48,1,0,430.84,personal,True
cust_000363,508,5,0,803.35,personal,True
cust_000364,493,8,0,1436.77,personal,True
cust_000365,472,17,0,3202.96,corporate,True
cust_000366,1151,12,0,243.08,corporate,True
cust_000367,2178,9,0,839.61,personal,True
cust_000368,321,13,0,1917.54,personal,True
cust_000369,459,10,0,1240.37,personal,True
cust_000370,1330,3,0,1778.63,corporate,True
cust_000371,957,4,0,2241.68,personal,False
cust_000372,335,1,0,555.25,personal,True
cust_000373,483,4,0,1602.36,corporate,True
cust_000374,163,1,0,747.37,corporate,True
cust_000375,398,2,0,685.81,personal,True
cust_000376,370,2,0,223.56,personal,False
cust_000377,1169,12,0,18364.04,personal,True
cust_000378,688,7,0,995.14,personal,False
cust_000379,419,2,0,387.04,personal,True
cust_000380,1147,23,0,286.46,personal,False
cust_000381,208,1,0,854.12,personal,True
cust_000382,885,17,1,5169.25,personal,False
cust_000383,1645,47,0,1836.54,personal,True
cust_000384,235,1,0,2169.01,personal,False
cust_000385,770,21,0,3429.47,personal,True
cust_000386,1750,36,0,16123.54,personal,True
cust_000387,587,2,0,1429.21,disposable,False
cust_000388,1591,6,0,5647.15,personal,True
cust_000389,185,1,0,1531.83,personal,True
cust_000390,2087,40,0,3137.34,personal,True
cust_000391,406,28,0,5753.64,corporate,True
cust_000392,849,16,0,3255.45,personal,True
cust_000393,395,8,0,960.57,personal,False
cust_000394,399,4,0,907.14,personal,True
cust_000395,249,5,0,1420.29,personal,True
cust_000396,148,1,0,1406.08,personal,True
cust_000397,813,15,0,2496.02,disposable,True
cust_000398,305,3,0,989.73,personal,True
cust_000399,281,15,0,2563.94,personal,True
cust_000400,408,10,0,789.2,personal,True
cust_000401,787,12,0,1600.71,personal,True
cust_000402,1974,21,0,3139.94,personal,True
cust_000403,1366,15,0,15124.64,corporate,True
cust_000404,147,1,0,394.46,disposable,False
cust_000405,1822,19,1,189.21,personal,False
cust_000406,2439,2,0,810.87,personal,True
cust_000407,856,13,0,780.58,personal,True
cust_000408,816,1,0,626.36,disposable,False
cust_000409,351,9,0,1369.62,personal,True
cust_000410,1447,19,1,2028.08,personal,True
cust_000411,282,5,0,1623.23,personal,True
cust_000412,620,7,1,1160.19,disposable,False
cust_000413,155,1,0,3879.62,corporate,True
cust_000414,2403,30,0,984.81,personal,True
cust_000415,368,6,1,1203.07,personal,True
cust_000416,1030,15,0,2299.09,personal,False
cust_000417,630,2,0,2614.66,personal,True
cust_000418,1332,8,0,1722.15,personal,True
cust_000419,350,14,0,1457.69,disposable,True
cust_000420,2165,71,0,1143.92,disposable,False
cust_000421,193,1,0,597.29,personal,True
cust_000422,846,25,0,2478.13,corporate,True
cust_000423,367,6,0,11218.26,personal,False
cust_000424,489,2,0,1312.56,personal,True
cust_000425,496,17,0,3576.89,personal,True
cust_000426,787,3,0,2519.82,personal,True
cust_000427,232,1,0,4556.32,corporate,True
cust_000428,1171,11,0,2217.94,personal,True
cust_000429,415,2,0,18700.59,personal,True
cust_000430,1073,20,0,2093.32,disposable,True
cust_000431,994,6,0,6534.42,personal,True
cust_000432,2482,42,0,2755.41,personal,True
cust_000433,414,26,1,1423.9,personal,False
cust_000434,803,15,0,403.6,personal,True
cust_000435,212,2,0,10481.15,personal,True
cust_000436,489,5,0,3630.4,personal,True
cust_000437,402,14,0,1030.07,personal,False
cust_000438,552,15,0,1439.04,personal,True
cust_000439,2429,24,0,774.5,corporate,True
cust_000440,636,8,0,574.43,personal,True
cust_000441,1263,10,0,120.44,corporate,True
cust_000442,462,1,0,2246.77,personal,True
cust_000443,1253,19,0,1123.37,corporate,True
cust_000444,300,1,0,543.12,personal,True
cust_000445,486,12,0,3043.88,personal,True
cust_000446,214,4,0,1786.05,personal,True
cust_000447,1203,4,0,178.11,disposable,True
cust_000448,390,7,0,738.49,personal,True
cust_000449,646,8,0,7413.68,corporate,True
cust_000450,416,3,0,4227.34,personal,True
cust_000451,1587,21,0,2722.21,personal,True
cust_000452,1257,6,0,287.36,personal,True
cust_000453,497,14,0,1894.63,personal,True
cust_000454,327,4,0,693.87,personal,True
cust_000455,271,3,0,1128.69,corporate,True
cust_000456,474,4,0,460.9,personal,False
cust_000457,1605,49,0,1357.63,personal,True
cust_000458,463,6,0,4556.35,corporate,True
cust_000459,2373,34,0,6771.45,corporate,False
cust_000460,459,8,0,1868.01,personal,True
cust_000461,932,15,1,933.0,corporate,True
cust_000462,241,1,0,1269.32,disposable,True
cust_000463,1786,5,0,2708.09,corporate,True
cust_000464,356,21,0,4843.13,personal,True
cust_000465,298,9,0,2180.77,personal,False
cust_000466,838,16,0,1866.12,personal,True
cust_000467,498,14,0,2184.99,personal,False
cust_000468,1459,13,0,12200.98,disposable,False
cust_000469,300,2,0,1485.41,personal,True
cust_000470,280,3,0,475.34,personal,True
cust_000471,1408,12,0,4856.21,personal,True
cust_000472,395,1,0,310.76,personal,True
cust_000473,587,4,0,2019.34,corporate,True
cust_000474,439,8,0,2089.42,personal,True
cust_000475,292,1,0,224.8,disposable,False
cust_000476,386,3,0,5316.57,corporate,True
cust_000477,824,6,0,321.11,personal,True
cust_000478,340,9,0,1281.8,personal,True
cust_000479,412,10,1,1886.73,disposable,False
cust_000480,491,12,0,2109.15,personal,True
cust_000481,616,2,0,245.67,corporate,True
cust_000482,850,3,0,450.49,personal,True
cust_000483,452,4,0,2948.38,corporate,True
cust_000484,471,10,0,1096.15,corporate,True
cust_000485,603,8,0,1036.59,personal,True
cust_000486,167,1,0,2807.2,personal,False
cust_000487,467,2,0,2316.88,personal,False
cust_000488,247,3,1,1740.86,disposable,False
cust_000489,1179,6,0,370.37,personal,True
cust_000490,469,12,1,1486.32,corporate,False
cust_000491,527,3,0,1094.99,personal,True
cust_000492,207,1,0,6388.63,corporate,True
cust_000493,339,2,0,6459.52,personal,True
cust_000494,308,4,0,1200.97,personal,True
cust_000495,2203,23,0,1353.26,personal,True
cust_000496,685,8,0,708.86,personal,True
cust_000497,482,20,0,835.1,personal,True
cust_000498,347,3,0,314.16,personal,True
cust_000499,636,8,0,2370.16,corporate,True
cust_000500,221,1,0,1127.78,personal,True
cust_000501,2464,29,0,2875.4,corporate,False
cust_000502,759,2,0,842.89,personal,True
cust_000503,764,5,0,839.27,corporate,True
cust_000504,214,3,0,1797.46,personal,False
cust_000505,272,1,0,10043.31,corporate,True
cust_000506,1440,24,0,2729.5,personal,True
cust_000507,541,1,0,930.97,disposable,False
cust_000508,1485,31,3,880.88,disposable,False
cust_000509,479,7,0,1681.45,corporate,True
cust_000510,531,11,0,4537.9,disposable,False
cust_000511,217,1,0,697.41,personal,False
cust_000512,1579,33,0,3322.67,personal,True
cust_000513,297,1,0,1281.8,personal,False
cust_000514,577,8,0,3126.35,personal,True
cust_000515,366,2,0,123.29,corporate,True
cust_000516,480,7,0,295.77,personal,False
cust_000517,157,1,0,800.52,disposable,False
cust_000518,1321,42,0,1657.71,personal,True
cust_000519,356,8,0,1771.56,personal,True
cust_000520,2217,64,0,1867.74,corporate,True
cust_000521,877,17,0,3456.35,personal,True
cust_000522,333,6,0,1579.82,personal,False
cust_000523,1892,31,0,302.67,personal,True
cust_000524,605,5,0,2577.6,personal,True
cust_000525,340,7,0,2172.4,corporate,True
cust_000526,779,27,0,1052.81,personal,True
cust_000527,870,8,0,1154.93,corporate,True
cust_000528,1034,17,0,1487.69,personal,True
cust_000529,1455,10,0,1806.7,personal,True
cust_000530,482,2,0,1162.39,personal,True
cust_000531,865,21,0,715.14,personal,True
cust_000532,363,14,1,2087.39,personal,True
cust_000533,297,1,0,353.17,personal,False
cust_000534,376,15,0,2201.62,personal,True
cust_000535,379,9,0,2815.79,corporate,True
cust_000536,471,7,0,417.86,corporate,True
cust_000537,442,12,0,3334.21,personal,False
cust_000538,359,4,0,1123.96,personal,True
cust_000539,264,3,0,875.63,personal,True
cust_000540,1910,62,0,2447.81,personal,True
cust_000541,1793,25,0,6792.3,personal,False
cust_000542,286,7,1,1240.85,personal,True
cust_000543,1343,48,0,3835.06,corporate,True
cust_000544,782,13,0,1840.27,personal,True
cust_000545,318,4,0,1249.65,personal,True
cust_000546,363,1,0,1059.0,personal,True
cust_000547,364,2,0,156.0,disposable,False
cust_000548,340,2,0,1924.65,corporate,True
cust_000549,1327,3,0,2246.46,corporate,True
cust_000550,232,1,0,712.55,personal,False
cust_000551,314,1,0,874.07,disposable,True
cust_000552,374,5,1,4666.18,personal,True
cust_000553,817,31,0,1892.08,corporate,True
cust_000554,1190,10,0,869.19,personal,True
cust_000555,392,5,0,2570.94,disposable,True
cust_000556,675,4,0,700.71,corporate,True
cust_000557,360,27,0,2000.97,personal,False
cust_000558,310,4,0,1189.38,personal,True
cust_000559,188,2,0,718.89,personal,False
cust_000560,406,6,0,2038.66,personal,True
cust_000561,132,1,0,1657.9,personal,True
cust_000562,546,24,0,3448.78,personal,True
cust_000563,2267,11,0,366.18,disposable,True
cust_000564,329,1,0,357.56,personal,True
cust_000565,450,6,0,982.09,personal,True
cust_000566,389,1,0,311.5,personal,True
cust_000567,1618,27,0,2640.99,personal,True
cust_000568,226,5,2,1070.25,disposable,False
cust_000569,280,5,1,1599.56,personal,True
cust_000570,263,2,0,3013.21,corporate,True
cust_000571,182,2,0,652.2,personal,True
cust_000572,2469,53,0,2733.69,personal,True
cust_000573,146,1,0,2998.79,personal,True
cust_000574,2253,24,0,5341.64,personal,True
cust_000575,2442,33,0,2083.21,personal,True
cust_000576,336,1,0,1103.62,personal,True
cust_000577,2018,36,0,535.88,personal,True
cust_000578,323,9,0,3636.34,disposable,False
cust_000579,1865,101,0,892.09,personal,True
cust_000580,501,15,0,4139.75,personal,False
cust_000581,380,4,0,712.75,disposable,True
cust_000582,373,3,0,771.77,personal,True
cust_000583,251,1,0,981.18,corporate,True
cust_000584,292,5,0,500.85,personal,False
cust_000585,1968,26,0,4046.79,personal,True
cust_000586,368,6,0,4476.08,personal,True
cust_000587,446,8,0,5294.87,personal,False
cust_000588,536,3,0,9865.74,personal,False
cust_000589,527,2,0,465.51,corporate,True
cust_000590,437,5,0,4051.66,personal,True
cust_000591,1194,8,0,2394.2,corporate,True
cust_000592,533,1,0,859.26,personal,True
cust_000593,932,8,0,1207.07,personal,True
cust_000594,350,14,0,997.51,personal,False
cust_000595,751,21,0,1716.2,disposable,True
cust_000596,56,1,0,3592.25,personal,True
cust_000597,546,2,0,1484.21,corporate,True
cust_000598,622,5,1,1038.0,personal,False
cust_000599,814,15,0,3622.21,personal,True
cust_000600,75,1,0,598.59,personal,True
cust_000601,718,8,0,2615.0,personal,True
cust_000602,986,21,0,1003.21,disposable,False
cust_000603,2336,11,0,514.86,corporate,True
cust_000604,715,26,0,30470.42,personal,True
cust_000605,1691,45,0,2720.94,personal,True
cust_000606,2234,80,0,1576.12,personal,True
cust_000607,2399,80,0,1708.09,personal,True
cust_000608,490,3,0,1550.17,personal,False
cust_000609,2437,33,0,1318.8,disposable,True
cust_000610,338,1,0,2134.82,personal,True
cust_000611,303,1,0,727.48,personal,True
cust_000612,426,10,0,1747.59,disposable,True
cust_000613,1967,29,0,1306.39,personal,True
cust_000614,1457,11,0,1908.39,personal,True
cust_000615,510,4,0,319.63,personal,True
cust_000616,746,8,0,1782.03,corporate,True
cust_000617,903,7,1,709.84,personal,True
cust_000618,436,3,0,347.79,corporate,True
cust_000619,329,4,0,3911.09,personal,True
cust_000620,1185,11,1,1188.2,corporate,True
cust_000621,1514,33,0,1898.58,corporate,True
cust_000622,281,15,0,1256.91,personal,True
cust_000623,1575,18,0,1867.37,personal,True
cust_000624,648,16,0,838.19,corporate,True
cust_000625,843,15,0,134.2,personal,False
